ADM2_PCODE,t,collection_date,ADM2_EN,variable,raw
PS0255,129,2024-02-12,North Gaza,evacuationOrders,0
PS0255,130,2024-02-13,North Gaza,evacuationOrders,0
PS0255,131,2024-02-14,North Gaza,evacuationOrders,0
PS0255,132,2024-02-15,North Gaza,evacuationOrders,0
PS0255,133,2024-02-16,North Gaza,evacuationOrders,0
PS0255,134,2024-02-17,North Gaza,evacuationOrders,0
PS0255,135,2024-02-18,North Gaza,evacuationOrders,0
PS0255,136,2024-02-19,North Gaza,evacuationOrders,0
PS0255,137,2024-02-20,North Gaza,evacuationOrders,0
PS0255,138,2024-02-21,North Gaza,evacuationOrders,0
PS0255,139,2024-02-22,North Gaza,evacuationOrders,0
PS0255,140,2024-02-23,North Gaza,evacuationOrders,0
PS0255,141,2024-02-24,North Gaza,evacuationOrders,0
PS0255,142,2024-02-25,North Gaza,evacuationOrders,0
PS0255,143,2024-02-26,North Gaza,evacuationOrders,0
PS0255,144,2024-02-27,North Gaza,evacuationOrders,0
PS0255,145,2024-02-28,North Gaza,evacuationOrders,0
PS0255,146,2024-02-29,North Gaza,evacuationOrders,0
PS0255,147,2024-03-01,North Gaza,evacuationOrders,0
PS0255,148,2024-03-02,North Gaza,evacuationOrders,0
PS0255,149,2024-03-03,North Gaza,evacuationOrders,0
PS0255,150,2024-03-04,North Gaza,evacuationOrders,0
PS0255,151,2024-03-05,North Gaza,evacuationOrders,0
PS0255,152,2024-03-06,North Gaza,evacuationOrders,0
PS0255,153,2024-03-07,North Gaza,evacuationOrders,0
PS0255,154,2024-03-08,North Gaza,evacuationOrders,0
PS0255,155,2024-03-09,North Gaza,evacuationOrders,0
PS0255,156,2024-03-10,North Gaza,evacuationOrders,0
PS0255,157,2024-03-11,North Gaza,evacuationOrders,0
PS0255,158,2024-03-12,North Gaza,evacuationOrders,0
PS0255,159,2024-03-13,North Gaza,evacuationOrders,0
PS0255,160,2024-03-14,North Gaza,evacuationOrders,0
PS0255,161,2024-03-15,North Gaza,evacuationOrders,0
PS0255,162,2024-03-16,North Gaza,evacuationOrders,0
PS0255,163,2024-03-17,North Gaza,evacuationOrders,0
PS0255,164,2024-03-18,North Gaza,evacuationOrders,0
PS0255,165,2024-03-19,North Gaza,evacuationOrders,0
PS0255,166,2024-03-20,North Gaza,evacuationOrders,0
PS0255,167,2024-03-21,North Gaza,evacuationOrders,0
PS0255,168,2024-03-22,North Gaza,evacuationOrders,0
PS0255,169,2024-03-23,North Gaza,evacuationOrders,0
PS0255,170,2024-03-24,North Gaza,evacuationOrders,0
PS0255,171,2024-03-25,North Gaza,evacuationOrders,0
PS0255,172,2024-03-26,North Gaza,evacuationOrders,0
PS0255,173,2024-03-27,North Gaza,evacuationOrders,0
PS0255,174,2024-03-28,North Gaza,evacuationOrders,0
PS0255,175,2024-03-29,North Gaza,evacuationOrders,0
PS0255,176,2024-03-30,North Gaza,evacuationOrders,0
PS0255,177,2024-03-31,North Gaza,evacuationOrders,0
PS0255,178,2024-04-01,North Gaza,evacuationOrders,0
PS0255,179,2024-04-02,North Gaza,evacuationOrders,0
PS0255,180,2024-04-03,North Gaza,evacuationOrders,0
PS0255,181,2024-04-04,North Gaza,evacuationOrders,0
PS0255,182,2024-04-05,North Gaza,evacuationOrders,0
PS0255,183,2024-04-06,North Gaza,evacuationOrders,0
PS0255,184,2024-04-07,North Gaza,evacuationOrders,0
PS0255,185,2024-04-08,North Gaza,evacuationOrders,0
PS0255,186,2024-04-09,North Gaza,evacuationOrders,0
PS0255,187,2024-04-10,North Gaza,evacuationOrders,0
PS0255,188,2024-04-11,North Gaza,evacuationOrders,0
PS0255,189,2024-04-12,North Gaza,evacuationOrders,0
PS0255,190,2024-04-13,North Gaza,evacuationOrders,0
PS0255,191,2024-04-14,North Gaza,evacuationOrders,0
PS0255,192,2024-04-15,North Gaza,evacuationOrders,0
PS0255,193,2024-04-16,North Gaza,evacuationOrders,0
PS0255,194,2024-04-17,North Gaza,evacuationOrders,0
PS0255,195,2024-04-18,North Gaza,evacuationOrders,0
PS0255,196,2024-04-19,North Gaza,evacuationOrders,0
PS0255,197,2024-04-20,North Gaza,evacuationOrders,0
PS0255,198,2024-04-21,North Gaza,evacuationOrders,0
PS0255,199,2024-04-22,North Gaza,evacuationOrders,0
PS0255,200,2024-04-23,North Gaza,evacuationOrders,0
PS0255,201,2024-04-24,North Gaza,evacuationOrders,0
PS0255,202,2024-04-25,North Gaza,evacuationOrders,0
PS0255,203,2024-04-26,North Gaza,evacuationOrders,0
PS0255,204,2024-04-27,North Gaza,evacuationOrders,0
PS0255,205,2024-04-28,North Gaza,evacuationOrders,0
PS0255,206,2024-04-29,North Gaza,evacuationOrders,0
PS0255,207,2024-04-30,North Gaza,evacuationOrders,0
PS0255,208,2024-05-01,North Gaza,evacuationOrders,0
PS0255,209,2024-05-02,North Gaza,evacuationOrders,0
PS0255,210,2024-05-03,North Gaza,evacuationOrders,0
PS0255,211,2024-05-04,North Gaza,evacuationOrders,0
PS0255,212,2024-05-05,North Gaza,evacuationOrders,0
PS0255,213,2024-05-06,North Gaza,evacuationOrders,0
PS0255,214,2024-05-07,North Gaza,evacuationOrders,0
PS0255,215,2024-05-08,North Gaza,evacuationOrders,0
PS0255,216,2024-05-09,North Gaza,evacuationOrders,0
PS0255,217,2024-05-10,North Gaza,evacuationOrders,0
PS0255,218,2024-05-11,North Gaza,evacuationOrders,11162388.430331156
PS0255,219,2024-05-12,North Gaza,evacuationOrders,0
PS0255,220,2024-05-13,North Gaza,evacuationOrders,0
PS0255,221,2024-05-14,North Gaza,evacuationOrders,1416624.301705363
PS0255,222,2024-05-15,North Gaza,evacuationOrders,3509521.2074392405
PS0255,223,2024-05-16,North Gaza,evacuationOrders,0
PS0255,224,2024-05-17,North Gaza,evacuationOrders,0
PS0255,225,2024-05-18,North Gaza,evacuationOrders,7731495.813279497
PS0255,226,2024-05-19,North Gaza,evacuationOrders,0
PS0255,227,2024-05-20,North Gaza,evacuationOrders,0
PS0255,228,2024-05-21,North Gaza,evacuationOrders,0
PS0255,229,2024-05-22,North Gaza,evacuationOrders,0
PS0255,230,2024-05-23,North Gaza,evacuationOrders,0
PS0255,231,2024-05-24,North Gaza,evacuationOrders,0
PS0255,232,2024-05-25,North Gaza,evacuationOrders,0
PS0255,233,2024-05-26,North Gaza,evacuationOrders,0
PS0255,234,2024-05-27,North Gaza,evacuationOrders,0
PS0255,235,2024-05-28,North Gaza,evacuationOrders,0
PS0255,236,2024-05-29,North Gaza,evacuationOrders,0
PS0255,237,2024-05-30,North Gaza,evacuationOrders,0
PS0255,238,2024-05-31,North Gaza,evacuationOrders,0
PS0275,1,2023-10-07,Rafah,evacuationOrders,2870049.349185643
PS0275,2,2023-10-08,Rafah,evacuationOrders,0
PS0275,3,2023-10-09,Rafah,evacuationOrders,0
PS0275,4,2023-10-10,Rafah,evacuationOrders,0
PS0275,5,2023-10-11,Rafah,evacuationOrders,0
PS0275,6,2023-10-12,Rafah,evacuationOrders,0
PS0275,7,2023-10-13,Rafah,evacuationOrders,0
PS0275,8,2023-10-14,Rafah,evacuationOrders,0
PS0275,9,2023-10-15,Rafah,evacuationOrders,0
PS0275,10,2023-10-16,Rafah,evacuationOrders,0
PS0275,11,2023-10-17,Rafah,evacuationOrders,0
PS0275,12,2023-10-18,Rafah,evacuationOrders,0
PS0275,13,2023-10-19,Rafah,evacuationOrders,0
PS0275,14,2023-10-20,Rafah,evacuationOrders,0
PS0275,15,2023-10-21,Rafah,evacuationOrders,0
PS0275,16,2023-10-22,Rafah,evacuationOrders,0
PS0275,17,2023-10-23,Rafah,evacuationOrders,0
PS0275,18,2023-10-24,Rafah,evacuationOrders,0
PS0275,19,2023-10-25,Rafah,evacuationOrders,0
PS0275,20,2023-10-26,Rafah,evacuationOrders,0
PS0275,21,2023-10-27,Rafah,evacuationOrders,0
PS0275,22,2023-10-28,Rafah,evacuationOrders,0
PS0275,23,2023-10-29,Rafah,evacuationOrders,0
PS0275,24,2023-10-30,Rafah,evacuationOrders,0
PS0275,25,2023-10-31,Rafah,evacuationOrders,0
PS0275,26,2023-11-01,Rafah,evacuationOrders,0
PS0275,27,2023-11-02,Rafah,evacuationOrders,0
PS0275,28,2023-11-03,Rafah,evacuationOrders,0
PS0275,29,2023-11-04,Rafah,evacuationOrders,0
PS0275,30,2023-11-05,Rafah,evacuationOrders,0
PS0275,31,2023-11-06,Rafah,evacuationOrders,0
PS0275,32,2023-11-07,Rafah,evacuationOrders,0
PS0275,33,2023-11-08,Rafah,evacuationOrders,0
PS0275,34,2023-11-09,Rafah,evacuationOrders,0
PS0275,35,2023-11-10,Rafah,evacuationOrders,0
PS0275,36,2023-11-11,Rafah,evacuationOrders,0
PS0275,37,2023-11-12,Rafah,evacuationOrders,0
PS0275,38,2023-11-13,Rafah,evacuationOrders,0
PS0275,39,2023-11-14,Rafah,evacuationOrders,0
PS0275,40,2023-11-15,Rafah,evacuationOrders,0
PS0275,41,2023-11-16,Rafah,evacuationOrders,0
PS0275,42,2023-11-17,Rafah,evacuationOrders,0
PS0275,43,2023-11-18,Rafah,evacuationOrders,0
PS0275,44,2023-11-19,Rafah,evacuationOrders,0
PS0275,45,2023-11-20,Rafah,evacuationOrders,0
PS0275,46,2023-11-21,Rafah,evacuationOrders,0
PS0275,47,2023-11-22,Rafah,evacuationOrders,0
PS0275,48,2023-11-23,Rafah,evacuationOrders,0
PS0275,49,2023-11-24,Rafah,evacuationOrders,0
PS0275,50,2023-11-25,Rafah,evacuationOrders,0
PS0275,51,2023-11-26,Rafah,evacuationOrders,0
PS0275,52,2023-11-27,Rafah,evacuationOrders,0
PS0275,53,2023-11-28,Rafah,evacuationOrders,0
PS0275,54,2023-11-29,Rafah,evacuationOrders,0
PS0275,55,2023-11-30,Rafah,evacuationOrders,0
PS0275,56,2023-12-01,Rafah,evacuationOrders,0
PS0275,57,2023-12-02,Rafah,evacuationOrders,0
PS0275,58,2023-12-03,Rafah,evacuationOrders,0
PS0275,59,2023-12-04,Rafah,evacuationOrders,0
PS0275,60,2023-12-05,Rafah,evacuationOrders,0
PS0275,61,2023-12-06,Rafah,evacuationOrders,0
PS0275,62,2023-12-07,Rafah,evacuationOrders,0
PS0275,63,2023-12-08,Rafah,evacuationOrders,0
PS0275,64,2023-12-09,Rafah,evacuationOrders,0
PS0275,65,2023-12-10,Rafah,evacuationOrders,0
PS0275,66,2023-12-11,Rafah,evacuationOrders,0
PS0275,67,2023-12-12,Rafah,evacuationOrders,0
PS0275,68,2023-12-13,Rafah,evacuationOrders,0
PS0275,69,2023-12-14,Rafah,evacuationOrders,0
PS0275,70,2023-12-15,Rafah,evacuationOrders,0
PS0275,71,2023-12-16,Rafah,evacuationOrders,0
PS0275,72,2023-12-17,Rafah,evacuationOrders,0
PS0275,73,2023-12-18,Rafah,evacuationOrders,0
PS0275,74,2023-12-19,Rafah,evacuationOrders,0
PS0275,75,2023-12-20,Rafah,evacuationOrders,0
PS0275,76,2023-12-21,Rafah,evacuationOrders,0
PS0275,77,2023-12-22,Rafah,evacuationOrders,0
PS0275,78,2023-12-23,Rafah,evacuationOrders,0
PS0275,79,2023-12-24,Rafah,evacuationOrders,0
PS0275,80,2023-12-25,Rafah,evacuationOrders,0
PS0275,81,2023-12-26,Rafah,evacuationOrders,0
PS0275,82,2023-12-27,Rafah,evacuationOrders,0
PS0275,83,2023-12-28,Rafah,evacuationOrders,0
PS0275,84,2023-12-29,Rafah,evacuationOrders,0
PS0275,85,2023-12-30,Rafah,evacuationOrders,0
PS0275,86,2023-12-31,Rafah,evacuationOrders,0
PS0275,87,2024-01-01,Rafah,evacuationOrders,0
PS0275,88,2024-01-02,Rafah,evacuationOrders,0
PS0275,89,2024-01-03,Rafah,evacuationOrders,0
PS0275,90,2024-01-04,Rafah,evacuationOrders,0
PS0275,91,2024-01-05,Rafah,evacuationOrders,0
PS0275,92,2024-01-06,Rafah,evacuationOrders,0
PS0275,93,2024-01-07,Rafah,evacuationOrders,0
PS0275,94,2024-01-08,Rafah,evacuationOrders,0
PS0275,95,2024-01-09,Rafah,evacuationOrders,0
PS0275,96,2024-01-10,Rafah,evacuationOrders,0
PS0275,97,2024-01-11,Rafah,evacuationOrders,0
PS0275,98,2024-01-12,Rafah,evacuationOrders,0
PS0275,99,2024-01-13,Rafah,evacuationOrders,0
PS0275,100,2024-01-14,Rafah,evacuationOrders,0
PS0275,101,2024-01-15,Rafah,evacuationOrders,0
PS0275,102,2024-01-16,Rafah,evacuationOrders,0
PS0275,103,2024-01-17,Rafah,evacuationOrders,0
PS0275,104,2024-01-18,Rafah,evacuationOrders,0
PS0275,105,2024-01-19,Rafah,evacuationOrders,0
PS0275,106,2024-01-20,Rafah,evacuationOrders,0
PS0275,107,2024-01-21,Rafah,evacuationOrders,0
PS0275,108,2024-01-22,Rafah,evacuationOrders,0
PS0275,109,2024-01-23,Rafah,evacuationOrders,0
PS0275,110,2024-01-24,Rafah,evacuationOrders,0
PS0275,111,2024-01-25,Rafah,evacuationOrders,0
PS0275,112,2024-01-26,Rafah,evacuationOrders,0
PS0275,113,2024-01-27,Rafah,evacuationOrders,0
PS0275,114,2024-01-28,Rafah,evacuationOrders,0
PS0275,115,2024-01-29,Rafah,evacuationOrders,0
PS0275,116,2024-01-30,Rafah,evacuationOrders,0
PS0275,117,2024-01-31,Rafah,evacuationOrders,0
PS0275,118,2024-02-01,Rafah,evacuationOrders,0
PS0275,119,2024-02-02,Rafah,evacuationOrders,0
PS0275,120,2024-02-03,Rafah,evacuationOrders,0
PS0275,121,2024-02-04,Rafah,evacuationOrders,0
PS0275,122,2024-02-05,Rafah,evacuationOrders,0
PS0275,123,2024-02-06,Rafah,evacuationOrders,0
PS0275,124,2024-02-07,Rafah,evacuationOrders,0
PS0275,125,2024-02-08,Rafah,evacuationOrders,0
PS0275,126,2024-02-09,Rafah,evacuationOrders,0
PS0275,127,2024-02-10,Rafah,evacuationOrders,0
PS0275,128,2024-02-11,Rafah,evacuationOrders,0
PS0275,129,2024-02-12,Rafah,evacuationOrders,0
PS0275,130,2024-02-13,Rafah,evacuationOrders,0
PS0275,131,2024-02-14,Rafah,evacuationOrders,0
PS0275,132,2024-02-15,Rafah,evacuationOrders,0
PS0275,133,2024-02-16,Rafah,evacuationOrders,0
PS0275,134,2024-02-17,Rafah,evacuationOrders,0
PS0275,135,2024-02-18,Rafah,evacuationOrders,0
PS0275,136,2024-02-19,Rafah,evacuationOrders,0
PS0275,137,2024-02-20,Rafah,evacuationOrders,0
PS0275,138,2024-02-21,Rafah,evacuationOrders,0
PS0275,139,2024-02-22,Rafah,evacuationOrders,0
PS0275,140,2024-02-23,Rafah,evacuationOrders,0
PS0275,141,2024-02-24,Rafah,evacuationOrders,0
PS0275,142,2024-02-25,Rafah,evacuationOrders,0
PS0275,143,2024-02-26,Rafah,evacuationOrders,0
PS0275,144,2024-02-27,Rafah,evacuationOrders,0
PS0275,145,2024-02-28,Rafah,evacuationOrders,0
PS0275,146,2024-02-29,Rafah,evacuationOrders,0
PS0275,147,2024-03-01,Rafah,evacuationOrders,0
PS0275,148,2024-03-02,Rafah,evacuationOrders,0
PS0275,149,2024-03-03,Rafah,evacuationOrders,0
PS0275,150,2024-03-04,Rafah,evacuationOrders,0
PS0275,151,2024-03-05,Rafah,evacuationOrders,0
PS0275,152,2024-03-06,Rafah,evacuationOrders,0
PS0275,153,2024-03-07,Rafah,evacuationOrders,0
PS0275,154,2024-03-08,Rafah,evacuationOrders,0
PS0275,155,2024-03-09,Rafah,evacuationOrders,0
PS0275,156,2024-03-10,Rafah,evacuationOrders,0
PS0275,157,2024-03-11,Rafah,evacuationOrders,0
PS0275,158,2024-03-12,Rafah,evacuationOrders,0
PS0275,159,2024-03-13,Rafah,evacuationOrders,0
PS0275,160,2024-03-14,Rafah,evacuationOrders,0
PS0275,161,2024-03-15,Rafah,evacuationOrders,0
PS0275,162,2024-03-16,Rafah,evacuationOrders,0
PS0275,163,2024-03-17,Rafah,evacuationOrders,0
PS0275,164,2024-03-18,Rafah,evacuationOrders,0
PS0275,165,2024-03-19,Rafah,evacuationOrders,0
PS0275,166,2024-03-20,Rafah,evacuationOrders,0
PS0275,167,2024-03-21,Rafah,evacuationOrders,0
PS0275,168,2024-03-22,Rafah,evacuationOrders,0
PS0275,169,2024-03-23,Rafah,evacuationOrders,0
PS0275,170,2024-03-24,Rafah,evacuationOrders,0
PS0275,171,2024-03-25,Rafah,evacuationOrders,0
PS0275,172,2024-03-26,Rafah,evacuationOrders,0
PS0275,173,2024-03-27,Rafah,evacuationOrders,0
PS0275,174,2024-03-28,Rafah,evacuationOrders,0
PS0275,175,2024-03-29,Rafah,evacuationOrders,0
PS0275,176,2024-03-30,Rafah,evacuationOrders,0
PS0275,177,2024-03-31,Rafah,evacuationOrders,0
PS0275,178,2024-04-01,Rafah,evacuationOrders,0
PS0275,179,2024-04-02,Rafah,evacuationOrders,0
PS0275,180,2024-04-03,Rafah,evacuationOrders,0
PS0275,181,2024-04-04,Rafah,evacuationOrders,0
PS0275,182,2024-04-05,Rafah,evacuationOrders,0
PS0275,183,2024-04-06,Rafah,evacuationOrders,0
PS0275,184,2024-04-07,Rafah,evacuationOrders,0
PS0275,185,2024-04-08,Rafah,evacuationOrders,0
PS0275,186,2024-04-09,Rafah,evacuationOrders,0
PS0275,187,2024-04-10,Rafah,evacuationOrders,0
PS0275,188,2024-04-11,Rafah,evacuationOrders,0
PS0275,189,2024-04-12,Rafah,evacuationOrders,0
PS0275,190,2024-04-13,Rafah,evacuationOrders,0
PS0275,191,2024-04-14,Rafah,evacuationOrders,0
PS0275,192,2024-04-15,Rafah,evacuationOrders,0
PS0275,193,2024-04-16,Rafah,evacuationOrders,0
PS0275,194,2024-04-17,Rafah,evacuationOrders,0
PS0275,195,2024-04-18,Rafah,evacuationOrders,0
PS0275,196,2024-04-19,Rafah,evacuationOrders,0
PS0275,197,2024-04-20,Rafah,evacuationOrders,0
PS0275,198,2024-04-21,Rafah,evacuationOrders,0
PS0275,199,2024-04-22,Rafah,evacuationOrders,0
PS0275,200,2024-04-23,Rafah,evacuationOrders,0
PS0275,201,2024-04-24,Rafah,evacuationOrders,0
PS0275,202,2024-04-25,Rafah,evacuationOrders,0
PS0275,203,2024-04-26,Rafah,evacuationOrders,0
PS0275,204,2024-04-27,Rafah,evacuationOrders,0
PS0275,205,2024-04-28,Rafah,evacuationOrders,0
PS0275,206,2024-04-29,Rafah,evacuationOrders,0
PS0275,207,2024-04-30,Rafah,evacuationOrders,0
PS0275,208,2024-05-01,Rafah,evacuationOrders,0
PS0275,209,2024-05-02,Rafah,evacuationOrders,0
PS0275,210,2024-05-03,Rafah,evacuationOrders,0
PS0275,211,2024-05-04,Rafah,evacuationOrders,0
PS0275,212,2024-05-05,Rafah,evacuationOrders,0
PS0275,213,2024-05-06,Rafah,evacuationOrders,30597240.358944766
PS0275,214,2024-05-07,Rafah,evacuationOrders,0
PS0275,215,2024-05-08,Rafah,evacuationOrders,0
PS0275,216,2024-05-09,Rafah,evacuationOrders,0
PS0275,217,2024-05-10,Rafah,evacuationOrders,0
PS0275,218,2024-05-11,Rafah,evacuationOrders,5970552.60478165
PS0275,219,2024-05-12,Rafah,evacuationOrders,0
PS0275,220,2024-05-13,Rafah,evacuationOrders,0
PS0275,221,2024-05-14,Rafah,evacuationOrders,0
PS0275,222,2024-05-15,Rafah,evacuationOrders,0
PS0275,223,2024-05-16,Rafah,evacuationOrders,0
PS0275,224,2024-05-17,Rafah,evacuationOrders,0
PS0275,225,2024-05-18,Rafah,evacuationOrders,0
PS0275,226,2024-05-19,Rafah,evacuationOrders,0
PS0275,227,2024-05-20,Rafah,evacuationOrders,0
PS0275,228,2024-05-21,Rafah,evacuationOrders,0
PS0275,229,2024-05-22,Rafah,evacuationOrders,0
PS0275,230,2024-05-23,Rafah,evacuationOrders,0
PS0275,231,2024-05-24,Rafah,evacuationOrders,0
PS0275,232,2024-05-25,Rafah,evacuationOrders,0
PS0275,233,2024-05-26,Rafah,evacuationOrders,0
PS0275,234,2024-05-27,Rafah,evacuationOrders,0
PS0275,235,2024-05-28,Rafah,evacuationOrders,0
PS0275,236,2024-05-29,Rafah,evacuationOrders,0
PS0275,237,2024-05-30,Rafah,evacuationOrders,0
PS0275,238,2024-05-31,Rafah,evacuationOrders,0
PS0265,1,2023-10-07,Deir Al-Balah,operationArea,0
PS0265,2,2023-10-08,Deir Al-Balah,operationArea,0
PS0265,3,2023-10-09,Deir Al-Balah,operationArea,0
PS0265,4,2023-10-10,Deir Al-Balah,operationArea,0
PS0265,5,2023-10-11,Deir Al-Balah,operationArea,0
PS0265,6,2023-10-12,Deir Al-Balah,operationArea,0
PS0265,7,2023-10-13,Deir Al-Balah,operationArea,0
PS0265,8,2023-10-14,Deir Al-Balah,operationArea,0
PS0265,9,2023-10-15,Deir Al-Balah,operationArea,0
PS0265,10,2023-10-16,Deir Al-Balah,operationArea,0
PS0265,11,2023-10-17,Deir Al-Balah,operationArea,0
PS0265,12,2023-10-18,Deir Al-Balah,operationArea,0
PS0265,13,2023-10-19,Deir Al-Balah,operationArea,0
PS0265,14,2023-10-20,Deir Al-Balah,operationArea,0
PS0265,15,2023-10-21,Deir Al-Balah,operationArea,0
PS0265,16,2023-10-22,Deir Al-Balah,operationArea,0
PS0265,17,2023-10-23,Deir Al-Balah,operationArea,0
PS0265,18,2023-10-24,Deir Al-Balah,operationArea,0
PS0265,19,2023-10-25,Deir Al-Balah,operationArea,0
PS0265,20,2023-10-26,Deir Al-Balah,operationArea,0
PS0265,21,2023-10-27,Deir Al-Balah,operationArea,0
PS0265,22,2023-10-28,Deir Al-Balah,operationArea,0
PS0265,23,2023-10-29,Deir Al-Balah,operationArea,0
PS0265,24,2023-10-30,Deir Al-Balah,operationArea,0
PS0265,25,2023-10-31,Deir Al-Balah,operationArea,0
PS0265,26,2023-11-01,Deir Al-Balah,operationArea,0
PS0265,27,2023-11-02,Deir Al-Balah,operationArea,0
PS0265,28,2023-11-03,Deir Al-Balah,operationArea,0
PS0265,29,2023-11-04,Deir Al-Balah,operationArea,0
PS0265,30,2023-11-05,Deir Al-Balah,operationArea,0
PS0265,31,2023-11-06,Deir Al-Balah,operationArea,0
PS0265,32,2023-11-07,Deir Al-Balah,operationArea,0
PS0265,33,2023-11-08,Deir Al-Balah,operationArea,0
PS0265,34,2023-11-09,Deir Al-Balah,operationArea,0
PS0265,35,2023-11-10,Deir Al-Balah,operationArea,0
PS0265,36,2023-11-11,Deir Al-Balah,operationArea,0
PS0265,37,2023-11-12,Deir Al-Balah,operationArea,0
PS0265,38,2023-11-13,Deir Al-Balah,operationArea,0
PS0265,39,2023-11-14,Deir Al-Balah,operationArea,0
PS0265,40,2023-11-15,Deir Al-Balah,operationArea,0
PS0265,41,2023-11-16,Deir Al-Balah,operationArea,0
PS0265,42,2023-11-17,Deir Al-Balah,operationArea,0
PS0265,43,2023-11-18,Deir Al-Balah,operationArea,0
PS0265,44,2023-11-19,Deir Al-Balah,operationArea,0
PS0265,45,2023-11-20,Deir Al-Balah,operationArea,0
PS0265,46,2023-11-21,Deir Al-Balah,operationArea,0
PS0265,47,2023-11-22,Deir Al-Balah,operationArea,0
PS0265,48,2023-11-23,Deir Al-Balah,operationArea,0
PS0265,49,2023-11-24,Deir Al-Balah,operationArea,0
PS0265,50,2023-11-25,Deir Al-Balah,operationArea,0
PS0265,51,2023-11-26,Deir Al-Balah,operationArea,0
PS0265,52,2023-11-27,Deir Al-Balah,operationArea,0
PS0265,53,2023-11-28,Deir Al-Balah,operationArea,0
PS0265,54,2023-11-29,Deir Al-Balah,operationArea,0
PS0265,55,2023-11-30,Deir Al-Balah,operationArea,0
PS0265,56,2023-12-01,Deir Al-Balah,operationArea,0
PS0265,57,2023-12-02,Deir Al-Balah,operationArea,0
PS0265,58,2023-12-03,Deir Al-Balah,operationArea,0
PS0265,59,2023-12-04,Deir Al-Balah,operationArea,0
PS0265,60,2023-12-05,Deir Al-Balah,operationArea,1970136.150313012
PS0265,61,2023-12-06,Deir Al-Balah,operationArea,0
PS0265,62,2023-12-07,Deir Al-Balah,operationArea,12522.217690634132
PS0265,63,2023-12-08,Deir Al-Balah,operationArea,0
PS0265,64,2023-12-09,Deir Al-Balah,operationArea,0
PS0265,65,2023-12-10,Deir Al-Balah,operationArea,0
PS0265,66,2023-12-11,Deir Al-Balah,operationArea,0
PS0265,67,2023-12-12,Deir Al-Balah,operationArea,0
PS0265,68,2023-12-13,Deir Al-Balah,operationArea,483940.19343858346
PS0265,69,2023-12-14,Deir Al-Balah,operationArea,0
PS0265,70,2023-12-15,Deir Al-Balah,operationArea,0
PS0265,71,2023-12-16,Deir Al-Balah,operationArea,0
PS0265,72,2023-12-17,Deir Al-Balah,operationArea,0
PS0265,73,2023-12-18,Deir Al-Balah,operationArea,259060.23339908483
PS0265,74,2023-12-19,Deir Al-Balah,operationArea,0
PS0265,75,2023-12-20,Deir Al-Balah,operationArea,0
PS0265,76,2023-12-21,Deir Al-Balah,operationArea,0
PS0265,77,2023-12-22,Deir Al-Balah,operationArea,0
PS0265,78,2023-12-23,Deir Al-Balah,operationArea,0
PS0265,79,2023-12-24,Deir Al-Balah,operationArea,0
PS0265,80,2023-12-25,Deir Al-Balah,operationArea,0
PS0265,81,2023-12-26,Deir Al-Balah,operationArea,0
PS0265,82,2023-12-27,Deir Al-Balah,operationArea,0
PS0265,83,2023-12-28,Deir Al-Balah,operationArea,0
PS0265,84,2023-12-29,Deir Al-Balah,operationArea,0
PS0265,85,2023-12-30,Deir Al-Balah,operationArea,2931749.23783591
PS0265,86,2023-12-31,Deir Al-Balah,operationArea,0
PS0265,87,2024-01-01,Deir Al-Balah,operationArea,0
PS0265,88,2024-01-02,Deir Al-Balah,operationArea,0
PS0265,89,2024-01-03,Deir Al-Balah,operationArea,0
PS0265,90,2024-01-04,Deir Al-Balah,operationArea,0
PS0265,91,2024-01-05,Deir Al-Balah,operationArea,0
PS0265,92,2024-01-06,Deir Al-Balah,operationArea,4548765.121745973
PS0265,93,2024-01-07,Deir Al-Balah,operationArea,0
PS0265,94,2024-01-08,Deir Al-Balah,operationArea,0
PS0265,95,2024-01-09,Deir Al-Balah,operationArea,1321064.360505754
PS0265,96,2024-01-10,Deir Al-Balah,operationArea,0
PS0265,97,2024-01-11,Deir Al-Balah,operationArea,377458.4662152128
PS0265,98,2024-01-12,Deir Al-Balah,operationArea,172838.09526038176
PS0265,99,2024-01-13,Deir Al-Balah,operationArea,54883.88064362056
PS0265,100,2024-01-14,Deir Al-Balah,operationArea,2807975.9850162184
PS0265,101,2024-01-15,Deir Al-Balah,operationArea,0
PS0265,102,2024-01-16,Deir Al-Balah,operationArea,479374.0630889938
PS0265,103,2024-01-17,Deir Al-Balah,operationArea,0
PS0265,104,2024-01-18,Deir Al-Balah,operationArea,450567.97566397
PS0265,105,2024-01-19,Deir Al-Balah,operationArea,0
PS0265,106,2024-01-20,Deir Al-Balah,operationArea,0
PS0265,107,2024-01-21,Deir Al-Balah,operationArea,0
PS0265,108,2024-01-22,Deir Al-Balah,operationArea,0
PS0265,109,2024-01-23,Deir Al-Balah,operationArea,0
PS0265,110,2024-01-24,Deir Al-Balah,operationArea,0
PS0265,111,2024-01-25,Deir Al-Balah,operationArea,0
PS0265,112,2024-01-26,Deir Al-Balah,operationArea,0
PS0265,113,2024-01-27,Deir Al-Balah,operationArea,0
PS0265,114,2024-01-28,Deir Al-Balah,operationArea,0
PS0265,115,2024-01-29,Deir Al-Balah,operationArea,0
PS0265,116,2024-01-30,Deir Al-Balah,operationArea,0
PS0265,117,2024-01-31,Deir Al-Balah,operationArea,0
